MasterID,AccountID,Account,Email domain,Acronym,[Bonus] Confidence score
,479045,SPANISH CONFEDERATION OF EMPLOYERS,@ceoe.es,,
,248965,SPANISH CONFEDERATION OF EMPLOYERS AND INDUSTRIES,@ceoe.es,CEOE,
,559920,SPANISH FEDERATION OF TOURISM JOURNALISTS,,,
,316727,SPANISH TROTTING FEDERATION,@fect.es,,
,482818,SUFFOLK GP FEDERATION,,,
,558569,SVENSKT NÄRINGSLIV - CONFEDERATION OF SWEDISH ENTERPRISE,@svensktnaringsliv.se,,
,474796,SWEDISH CONFEDERATION OF ENTERPRISE,@svensktnaringsliv.se,,
,478487,SWEDISH CONFEDERATION OF TRANSPORT ENTERPRISES,@tellus21.se,,
,507980,SWEDISH FOREST INDUSTRIES FEDERATION,@forestindustries.se,,
,334119,SWEDISH FOREST INDUSTRIES FEDERATION,@skogsindustrierna.se,,
,292493,SWEDISH RETAIL FEDERATION,@svenskhandel.se,,
,192268,SWEDISH TRADE FEDERATION,@svenskhandel.se,,
,365445,SWEDISH TRADE UNION CONFEDERATION,@lo.se,LO,
,521909,SWISS CONFEDERATION,@bk.admin.ch,,
,444807,SWISS CONFEDERATION,@eda.admin.ch,,
,515133,TERRE DES HOMMES INTERNATIONAL FEDERATION,@terredeshommes.org,,
,438841,THALASSAEMIA INTERNATIONAL FEDERATION,@thalassaemia.org.cy,TIF,
,528224,THE CONFEDERATION OF EUROPEAN PAPER INDUSTRIES,@cepi.org,CEPI,
,290778,THE CONFEDERATION OF EUROPEAN PEST MANAGEMENT ASSOCIATIONS,@cepa-europe.org,CEPA,
,563136,THE CONFEDERATION OF FINNISH CONSTRUCTION INDUSTRIES,,,
,562898,THE CONFEDERATION OF INDUSTRY OF THE CZECH REPUBLIC,,,
,476612,THE CONFEDERATION OF NETHERLANDS INDUSTRY AND EMPLOYERS,@vnoncw-mkb.nl,,
,320614,THE CONFEDERATION OF NORWEGIAN ENTERPRISE,,NHO,
,287087,THE CONFEDERATION OF SWEDISH ENTERPRICE,@swedishenterprice.se,,
,529685,THE CONFEDERATION OF SWEDISH ENTERPRISE,@svensktnaringsliv.se,,
,484377,THE EUROPEAN CONTAINER GLASS FEDERATION - FEVE,@feve.org,,
,205007,THE EUROPEAN FEDERATION OF ASSOCIATIONS OF FAMILIES OF PEOPLE WITH MENTAL ILLNESS,@eufami.org,EUFAMI,
,396979,THE EUROPEAN FEDERATION OF CORRUGATED BOARD MANUFACTURERS,@fefco.org,,
,444885,THE EUROPEAN FEDERATION OF INLAND PORTS,@inlandports.be,EFIP,
,444243,THE EUROPEAN GARDEN MACHINERY INDUSTRY FEDERATION,@egmf.org,EGMF,
,184606,THE FEDERATION OF EUROPEAN MOVERS ASSOCIATIONS,@fedemac.eu,FEDEMAC,
,168510,THE FEDERATION OF FINNISH TECHNOLOGY INDUSTRIES,@techind.fi,FFTI,
,67321,THE FEDERATION OF THAI INDUSTRIES,@bayer.com,,
,528323,THE FINNISH FOREST INDUSTRIES FEDERATION,@forestindustries.fi,,
,439563,THE INTERNATIONAL FEDERATION OF FILM DISTRIBUTORS' ASSOCIATIONS,@fiad.eu,,
,557777,THE NATIONAL HOUSING FEDERATION,@housing.org.uk,,
,70547,THE NHS CONFEDERATION,@nhsconfed.org,,
,74197,THE NORWEGIAN FOREST OWNERS FEDERATION,@skog.no,,
,529808,THE POLISH CONFEDERATION LEWIATAN,@konfederacjalewiatan.pl,,
,68508,THE RUSSIAN FEDERATION,@mid.ru,,
,196817,THE SCOTTISH FEDERATION OF HOUSING ASSOCIATIONS LIMITED,@sfha.co.uk,SFHA,
,287500,THE SWEDISH CONFEDERATION OF SWEDISH ENTERPRISE,@svensktnaringsliv.se,,
,566014,THE SWEDISH CONFEDERATION OF TRANSPORT ENTERPRISES,@transportforetagen.se,,
,369721,THE SWEDISH CONSTRUCTION FEDERATION,@sverigesbyggindustrier.se,,
,512456,THE SWEDISH FEDERATION OF BUSINESS OWNERS,@foretagarna.se,,
,460029,THE SWEDISH FOOD FEDERATION,@li.se,,
,159721,TIMBER TRADE FEDERATION,@ttf.co.uk,TTF,
,60426,TRADE MARKS PATENTS AND DESIGNS FEDERATION,@tmpdf.org.uk,TMPDF,
,71841,TURKISH CONFEDERATION OF EMPLOYER ASSOCIATION,@tisk.org.tr,TISK,
,481431,TURKONFED-TURKISH ENTERPRISE AND BUSINESS CONFEDERATION,@turkonfed.org,,
,140605,UKRAINIAN DIABETIC FEDERATION,,,
,137303,UNITEE - NEW EUROPEAN BUSINESS CONFEDERATION,@unitee.eu,UNITEE,
,69402,US MEAT EXPORT FEDERATION,,,
,201972,USA RICE FEDERATION,,,
,551431,VERBRAUCHERZENTRALE BUNDESVERBAND (FEDERATION OF GERMAN CONSUMER ORGANISATIONS),@vzbv.de,VZBV,
,506408,VIRKE - THE FEDERATION OF NORWEGIAN ENTERPRISES,@virke.no,,
,186384,WALLONIA AGRICULTURE FEDERATION,@fwa.be,,
,273679,WORLD EMPLOYMENT CONFEDERATION,@wecglobal.org,,
,399622,WORLD EMPLOYMENT CONFEDERATION-EUROPE,@wecglobal.org,,
,559825,WORLD FEDERATION FOR ANIMALS,@wfa.org,WFA,
,110293,WORLD FEDERATION INCONTINENT PATIENTS & NETHERLANDS INTERSTITIAL CYSTITIS,,,
,486462,WORLD FEDERATION OF ADVERTISERS,@wfanet.org,,
,320080,WORLD FEDERATION OF ADVERTISERS BRUSSELS,@wfanet.org,,
,253148,WORLD FEDERATION OF EXCHANGES,@world-exchanges.org,WFE,
,157051,WORLD FEDERATION OF INVESTORS,@wfic.org,WFIC,
,293271,WORLD FEDERATION OF SCIENCE JOURNALISTS,@wfsj.org,WFSJ,
,313455,WORLD FEDERATION OF SCIENCE JOURNALISTS ( WFSJ.ORG ),@wfsj.org,WFSJ,
,554137,WORLD HEART FEDERATION,@worldheart.org,,
,292911,WORLD OBESITY FEDERATION,@worldobesity.org,,
,483071,WVSTAHL GERMAN STEEL FEDERATION,@wvstahl.de,,
,480371,YRITTÄJÄT/FEDERATION OF FINNISH ENTERPRISES,@yrittajat.fi,,
,291768,ZAW (GERMAN ADVERTISING FEDERATION),@zaw.de,ZAW,
,526538,ZDH- CONFEDERATION OF GERMAN SKILLED CRAFTS AND SMALL BUSINESSES,@zdh.de,,
,496681,ZDH GERMAN CONFEDERATION OF SKILLED CRAFTS AND SMALL BUSINESSES,@zdh.de,,
,523580,ZIA GERMAN PROPERTY FEDERATION,@zia-deutschland.de,,
